fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
FCVTX,Fidelity Advisor Small Cap Value Fund Class M,Small Value,2110000000.0,10.67,0.29,4.0,Value,Small,USD,3.86,95.67,0.47,13.1,0.86,3.37,15.04,26.53,11.01,2.93,1.99,4.67,0.0,7.35,18.19,8.91,-15.42,11.67,20.72
FCYIX,Fidelity Select Industrials Portfolio,Industrials,621280000.0,17.89,0.69,3.0,Growth,Large,USD,0.0,100.0,0.0,17.93,2.06,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.01,5.94,-15.27,20.08,15.53
FDAAX,Franklin Floating Rate Daily Access Fund Advisor Class,Bank Loan,3220000000.0,2.53,5.2,3.0,Value,Small,USD,5.03,0.35,90.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.92,2.42,11.76
FDAFX,Fidelity Advisor Freedom 2020 Fund Class A,Target-Date 2020,2290000000.0,8.26,1.58,4.0,Blend,Large,USD,12.15,50.45,36.86,15.14,1.49,4.44,10.54,22.07,2.67,6.64,11.78,1.97,2.96,6.64,10.25,20.04,-5.05,14.97,6.93
FDAGX,Fidelity Advisor Consumer Staples Fund Class A,Consumer Defensive,1460000000.0,17.13,2.41,2.0,Value,Large,USD,0.22,99.78,0.0,17.24,1.28,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,-16.07,11.75,2.78
FDBAX,Federated Bond Fund Class A Shares,Corporate Bond,1190000000.0,5.66,3.65,4.0,Blend,Small,USD,1.82,0.0,97.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.97,6.68,8.22
FDBBX,Federated Bond Fund Class B Shares,Corporate Bond,1190000000.0,5.38,2.78,3.0,Blend,Small,USD,1.82,0.0,97.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.77,5.74,7.4
FDBCX,Federated Bond Fund Class C Shares,Corporate Bond,1190000000.0,5.39,2.79,3.0,Blend,Small,USD,1.82,0.0,97.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.76,5.78,7.41
FDBIX,Federated Bond Fund Institutional Shares,Corporate Bond,1190000000.0,5.71,3.88,4.0,Blend,Small,USD,1.82,0.0,97.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,7.05,8.44
FDCAX,Fidelity Capital Appreciation Fund,Large Growth,6230000000.0,13.54,0.72,3.0,Growth,Large,USD,0.33,99.67,0.0,20.62,3.08,2.77,13.95,18.63,1.0,6.38,17.47,0.0,3.14,3.44,9.21,24.0,-4.92,23.94,3.18
FDCFX,Fidelity Advisor Freedom 2020 Fund Class C,Target-Date 2020,2290000000.0,8.07,1.0,3.0,Blend,Large,USD,12.15,50.45,36.86,15.14,1.49,4.44,10.54,22.07,2.67,6.64,11.78,1.97,2.96,6.64,10.25,20.04,-5.8,14.17,6.1
FDCGX,Fidelity Advisor Consumer Staples Fund Class C,Consumer Defensive,1460000000.0,16.91,1.68,1.0,Value,Large,USD,0.22,99.78,0.0,17.24,1.28,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,-16.69,10.93,2.0
FDCPX,Fidelity Select Computers Portfolio,Technology,500850000.0,12.22,0.99,2.0,Blend,Large,USD,2.14,97.86,0.0,13.47,1.25,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,4.6,93.32,-5.88,33.74,15.81
FDECX,Fidelity Advisor Capital Development Fund Class C,Large Blend,3090000000.0,13.55,0.56,2.0,Value,Large,USD,2.76,96.81,0.12,14.06,1.15,1.16,3.71,21.56,0.49,9.43,16.45,0.83,5.22,12.34,13.28,15.52,-9.95,16.64,15.05
FDEGX,Fidelity Growth Strategies Fund,Mid-Cap Growth,2650000000.0,16.36,0.64,2.0,Growth,Large,USD,1.69,98.31,0.0,21.86,2.77,0.32,13.34,11.07,1.39,6.35,14.25,0.6,1.11,0.39,17.89,33.31,-6.96,21.5,2.72
FDEIX,Fidelity Advisor Capital Development Fund I Class,Large Blend,3090000000.0,13.87,1.53,3.0,Value,Large,USD,2.76,96.81,0.12,14.06,1.15,1.16,3.71,21.56,0.49,9.43,16.45,0.83,5.22,12.34,13.28,15.52,-8.95,17.96,16.33
FDEKX,Fidelity Disciplined Equity Fund Class K,Large Blend,1250000000.0,13.47,1.47,2.0,Growth,Large,USD,0.28,99.72,0.0,21.52,3.31,0.94,13.74,17.0,1.0,3.35,17.4,1.16,1.31,2.85,12.38,28.87,-9.96,21.66,6.32
FDEQX,Fidelity Disciplined Equity Fund,Large Blend,1250000000.0,13.48,1.38,2.0,Growth,Large,USD,0.28,99.72,0.0,21.52,3.31,0.94,13.74,17.0,1.0,3.35,17.4,1.16,1.31,2.85,12.38,28.87,-10.06,21.54,6.24
FDESX,Fidelity Advisor Diversified Stock Fund Class O,Large Blend,2050000000.0,13.33,0.65,4.0,Growth,Large,USD,0.73,97.93,0.0,20.52,2.69,2.4,12.16,14.6,0.86,6.73,17.91,1.81,4.03,3.06,9.88,26.56,-5.3,19.32,17.08
FDETX,Fidelity Advisor Capital Development Fund Class O,Large Blend,3090000000.0,13.95,1.66,3.0,Value,Large,USD,2.76,96.81,0.12,14.06,1.15,1.16,3.71,21.56,0.49,9.43,16.45,0.83,5.22,12.34,13.28,15.52,-8.82,18.12,16.51
FDFAX,Fidelity Select Consumer Staples Portfolio,Consumer Defensive,1460000000.0,17.22,2.68,2.0,Value,Large,USD,0.22,99.78,0.0,17.24,1.28,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,-15.82,12.06,3.07
FDFFX,Fidelity Independence Fund,Large Growth,3620000000.0,14.66,0.57,2.0,Growth,Large,USD,2.66,96.68,0.0,20.66,2.61,0.67,15.02,17.26,0.99,3.81,15.53,0.51,2.33,4.42,10.73,28.75,-6.63,26.41,-1.22
FDFKX,Fidelity Independence Fund Class K,Large Growth,3620000000.0,14.68,0.65,2.0,Growth,Large,USD,2.66,96.68,0.0,20.66,2.61,0.67,15.02,17.26,0.99,3.81,15.53,0.51,2.33,4.42,10.73,28.75,-6.56,26.54,-1.13
FDGCX,Fidelity Advisor Dividend Growth Fund Class C,Large Blend,993150000.0,11.39,0.82,2.0,Value,Large,USD,4.56,95.44,0.0,12.93,1.33,1.06,9.79,28.91,0.0,7.1,4.9,1.07,10.43,6.79,23.51,6.44,-7.86,18.7,6.86
FDGFX,Fidelity Dividend Growth Fund,Large Blend,6810000000.0,11.73,1.79,3.0,Value,Large,USD,4.59,95.41,0.0,12.86,1.31,1.05,9.87,29.45,0.0,6.82,4.75,1.12,10.16,6.81,23.91,6.07,-7.23,20.14,8.05
FDGIX,Fidelity Advisor Dividend Growth Fund I Class,Large Blend,993150000.0,11.66,1.7,3.0,Value,Large,USD,4.56,95.44,0.0,12.93,1.33,1.06,9.79,28.91,0.0,7.1,4.9,1.07,10.43,6.79,23.51,6.44,-6.92,19.9,7.9
FDGKX,Fidelity Dividend Growth Fund Class K,Large Blend,6810000000.0,11.71,1.89,3.0,Value,Large,USD,4.59,95.41,0.0,12.86,1.31,1.05,9.87,29.45,0.0,6.82,4.75,1.12,10.16,6.81,23.91,6.07,-7.08,20.25,8.19
FDGRX,Fidelity Growth Company,Large Growth,43810000000.0,19.54,0.0,5.0,Growth,Large,USD,0.2,97.73,0.0,26.58,3.24,0.36,21.18,5.9,0.03,5.15,18.31,0.04,1.25,1.45,4.44,41.89,-4.53,36.76,6.01
FDGTX,Fidelity Advisor Dividend Growth Fund Class M,Large Blend,993150000.0,11.57,1.3,3.0,Value,Large,USD,4.56,95.44,0.0,12.93,1.33,1.06,9.79,28.91,0.0,7.1,4.9,1.07,10.43,6.79,23.51,6.44,-7.37,19.32,7.34
FDIAX,Fidelity Advisor Limited Term Bond Fund Class A,Short-Term Bond,2430000000.0,2.24,2.05,4.0,Value,Medium,USD,1.65,0.0,98.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.58,2.11
FDIFX,Fidelity Advisor Freedom 2020 Fund Class I,Target-Date 2020,2290000000.0,8.29,1.85,5.0,Blend,Large,USD,12.15,50.45,36.86,15.14,1.49,4.44,10.54,22.07,2.67,6.64,11.78,1.97,2.96,6.64,10.25,20.04,-4.8,15.25,7.23
FDIGX,Fidelity Advisor Consumer Staples Fund I Class,Consumer Defensive,1460000000.0,17.2,2.68,2.0,Value,Large,USD,0.22,99.78,0.0,17.24,1.28,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,-15.82,12.06,3.04
FDIKX,Fidelity Diversified International Fund Class K,Foreign Large Growth,13490000000.0,11.24,1.28,3.0,Growth,Large,USD,4.15,95.85,0.0,16.52,1.73,6.29,8.99,25.6,0.7,10.63,13.82,0.6,0.86,4.33,11.03,17.17,-15.12,26.79,-3.6
FDIVX,Fidelity Diversified International Fund,Foreign Large Growth,13490000000.0,11.25,1.15,2.0,Growth,Large,USD,4.15,95.85,0.0,16.52,1.73,6.29,8.99,25.6,0.7,10.63,13.82,0.6,0.86,4.33,11.03,17.17,-15.24,26.65,-3.73
FDLSX,Fidelity Select Leisure Portfolio,Consumer Cyclical,469170000.0,14.15,0.92,4.0,Growth,Large,USD,0.19,99.81,0.0,20.41,2.65,0.0,95.24,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.23,0.72,-7.15,29.05,6.35
FDMAX,Fidelity Advisor Communications Equipment Fund Class A,Technology,34340000.0,16.41,0.0,1.0,Blend,Large,USD,0.72,99.28,0.0,19.29,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,97.64,3.38,10.94,19.39
FDMCX,Fidelity Advisor Communications Equipment Fund Class C,Technology,34340000.0,16.15,0.0,1.0,Blend,Large,USD,0.72,99.28,0.0,19.29,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,97.64,2.59,10.19,18.46
FDMIX,Fidelity Advisor Communications Equipment Fund I Class,Technology,34340000.0,16.5,0.0,2.0,Blend,Large,USD,0.72,99.28,0.0,19.29,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,97.64,3.6,11.29,19.64
FDMMX,Fidelity Massachusetts Municipal Income Fund,Muni Massachusetts,2190000000.0,2.71,2.67,4.0,Blend,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,5.49,-0.11
FDMTX,Fidelity Advisor Communications Equipment Fund Class M,Technology,34340000.0,16.28,0.0,1.0,Blend,Large,USD,0.72,99.28,0.0,19.29,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,97.64,3.13,10.71,19.05
FDNRX,Franklin DynaTech Fund Class R,Large Growth,7530000000.0,21.77,0.0,5.0,Growth,Large,USD,3.08,96.92,0.0,34.41,5.79,0.0,12.29,10.45,1.58,0.0,17.07,0.0,3.35,0.0,5.33,49.93,2.56,38.96,1.03
FDPIX,ProFunds Falling U.S. Dollar Fund Investor Class,Multicurrency,3950000.0,-1.69,0.0,0.0,,,USD,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.17,7.88,-6.02
FDPSX,ProFunds Falling U.S. Dollar Fund Service Class,Multicurrency,3950000.0,-1.88,0.0,0.0,,,USD,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1,6.95,-6.89
FDSAX,AIG Focused Dividend Strategy Fund Class A,Large Value,11030000000.0,10.49,2.69,4.0,Value,Large,USD,0.93,99.07,0.0,11.44,0.97,2.98,23.13,3.31,0.0,18.86,12.97,0.0,3.2,6.75,0.0,28.79,-11.29,20.24,15.38
FDSBX,AIG Focused Dividend Strategy Fund Class B,Large Value,11030000000.0,10.25,2.08,4.0,Value,Large,USD,0.93,99.07,0.0,11.44,0.97,2.98,23.13,3.31,0.0,18.86,12.97,0.0,3.2,6.75,0.0,28.79,-11.8,19.45,14.56
FDSCX,Fidelity Stock Selector Small Cap Fund,Small Blend,1130000000.0,16.02,0.2,4.0,Growth,Small,USD,1.63,98.38,0.0,16.57,1.4,4.43,14.39,19.14,6.37,6.06,14.74,0.8,0.93,2.31,12.98,17.85,-8.5,11.73,15.35
FDSSX,Fidelity Stock Selector All Cap Fund,Large Growth,8960000000.0,14.96,0.7,2.0,Growth,Large,USD,1.6,97.88,0.0,17.54,1.97,2.46,11.44,13.92,3.45,7.89,14.76,3.06,2.62,5.02,8.87,26.52,-8.61,25.27,9.62
FDSTX,AIG Focused Dividend Strategy Fund Class C,Large Value,11030000000.0,10.26,2.08,4.0,Value,Large,USD,0.93,99.07,0.0,11.44,0.97,2.98,23.13,3.31,0.0,18.86,12.97,0.0,3.2,6.75,0.0,28.79,-11.81,19.46,14.67
FDSVX,Fidelity Growth Discovery Fund,Large Growth,1990000000.0,16.32,0.16,4.0,Growth,Large,USD,0.58,98.92,0.0,24.24,3.85,2.2,14.93,12.94,1.04,4.35,15.23,0.0,2.88,2.36,7.26,36.8,-0.27,34.7,0.68
FDTCX,Fidelity Advisor Diversified Stock Fund Class C,Large Blend,2050000000.0,12.89,0.0,3.0,Growth,Large,USD,0.73,97.93,0.0,20.52,2.69,2.4,12.16,14.6,0.86,6.73,17.91,1.81,4.03,3.06,9.88,26.56,-6.44,17.78,15.55
FDTEX,Fidelity Advisor Diversified Stock Fund Class M,Large Blend,2050000000.0,13.1,0.0,3.0,Growth,Large,USD,0.73,97.93,0.0,20.52,2.69,2.4,12.16,14.6,0.86,6.73,17.91,1.81,4.03,3.06,9.88,26.56,-5.97,18.45,16.18
FDTFX,Fidelity Advisor Freedom 2020 Fund Class M,Target-Date 2020,2290000000.0,8.18,1.4,3.0,Blend,Large,USD,12.15,50.45,36.86,15.14,1.49,4.44,10.54,22.07,2.67,6.64,11.78,1.97,2.96,6.64,10.25,20.04,-5.27,14.7,6.66
FDTGX,Fidelity Advisor Consumer Staples Fund Class M,Consumer Defensive,1460000000.0,17.05,2.17,1.0,Value,Large,USD,0.22,99.78,0.0,17.24,1.28,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,-16.3,11.46,2.49
FDTIX,Fidelity Advisor Diversified Stock Fund I Class,Large Blend,2050000000.0,13.24,0.48,4.0,Growth,Large,USD,0.73,97.93,0.0,20.52,2.69,2.4,12.16,14.6,0.86,6.73,17.91,1.81,4.03,3.06,9.88,26.56,-5.42,19.11,16.91
FDTOX,Fidelity Advisor Diversified Stock Fund Class A,Large Blend,2050000000.0,13.19,0.31,4.0,Growth,Large,USD,0.73,97.93,0.0,20.52,2.69,2.4,12.16,14.6,0.86,6.73,17.91,1.81,4.03,3.06,9.88,26.56,-5.64,18.92,16.64
FDTTX,Fidelity Advisor Capital Development Fund Class A,Large Blend,3090000000.0,13.86,1.42,2.0,Value,Large,USD,2.76,96.81,0.12,14.06,1.15,1.16,3.71,21.56,0.49,9.43,16.45,0.83,5.22,12.34,13.28,15.52,-9.09,17.73,16.24
FDTZX,Fidelity Advisor Capital Development Fund Class M,Large Blend,3090000000.0,13.76,0.89,2.0,Value,Large,USD,2.76,96.81,0.12,14.06,1.15,1.16,3.71,21.56,0.49,9.43,16.45,0.83,5.22,12.34,13.28,15.52,-9.61,17.11,15.6
FDVAX,Fidelity Advisor Diversified International Fund Class A,Foreign Large Growth,1870000000.0,11.21,0.79,3.0,Growth,Large,USD,4.65,95.35,0.0,16.52,1.73,6.24,8.97,25.53,0.7,10.61,13.89,0.6,0.86,4.33,10.94,17.34,-15.56,26.56,-2.98
FDVIX,Fidelity Advisor Diversified International Fund I Class,Foreign Large Growth,1870000000.0,11.25,1.09,3.0,Growth,Large,USD,4.65,95.35,0.0,16.52,1.73,6.24,8.97,25.53,0.7,10.61,13.89,0.6,0.86,4.33,10.94,17.34,-15.3,26.88,-2.67
FDVLX,Fidelity Value Fund,Mid-Cap Value,6970000000.0,16.44,1.06,3.0,Value,Medium,USD,0.97,99.03,0.0,12.94,0.88,11.54,13.76,13.74,8.76,5.85,7.83,5.6,2.34,7.72,14.75,8.11,-17.34,15.67,16.06
FDYNX,Franklin DynaTech Fund Class C,Large Growth,7530000000.0,21.62,0.0,5.0,Growth,Large,USD,3.08,96.92,0.0,34.41,5.79,0.0,12.29,10.45,1.58,0.0,17.07,0.0,3.35,0.0,5.33,49.93,2.03,38.28,0.52
FDYZX,Franklin DynaTech Fund Advisor Class,Large Growth,7530000000.0,21.93,0.0,5.0,Growth,Large,USD,3.08,96.92,0.0,34.41,5.79,0.0,12.29,10.45,1.58,0.0,17.07,0.0,3.35,0.0,5.33,49.93,3.07,39.68,1.51
FEAAX,Fidelity Advisor Emerging Asia Fund Class A,Pacific/Asia ex-Japan Stk,286440000.0,16.11,0.49,4.0,Growth,Large,USD,3.2,96.8,0.0,16.9,2.3,1.53,11.98,25.21,5.55,7.87,2.99,3.03,3.77,4.88,8.26,24.93,-15.05,46.76,4.29
FEAFX,First Eagle Fund of America Class Y,Mid-Cap Blend,1230000000.0,18.66,0.0,1.0,Value,Medium,USD,3.67,96.33,0.0,13.74,1.11,18.75,22.54,6.83,0.33,4.88,15.93,0.0,0.0,3.84,11.93,14.97,-23.85,21.77,-1.97
FEAMX,First Eagle Fund of America Class C,Mid-Cap Blend,1230000000.0,18.44,0.0,1.0,Value,Medium,USD,3.67,96.33,0.0,13.74,1.11,18.75,22.54,6.83,0.33,4.88,15.93,0.0,0.0,3.84,11.93,14.97,-24.39,20.83,-2.71
FEATX,Fidelity Advisor Emerging Asia Fund Class M,Pacific/Asia ex-Japan Stk,286440000.0,16.05,0.14,4.0,Growth,Large,USD,3.2,96.8,0.0,16.9,2.3,1.53,11.98,25.21,5.55,7.87,2.99,3.03,3.77,4.88,8.26,24.93,-15.31,46.3,3.98
FEFAX,First Eagle Fund of America Class A,Mid-Cap Blend,1230000000.0,18.66,0.0,1.0,Value,Medium,USD,3.67,96.33,0.0,13.74,1.11,18.75,22.54,6.83,0.33,4.88,15.93,0.0,0.0,3.84,11.93,14.97,-23.84,21.78,-1.97
FEFIX,Fidelity Advisor Freedom 2030 Fund Class I,Target-Date 2030,2980000000.0,10.34,1.75,4.0,Blend,Large,USD,7.22,67.93,24.21,15.21,1.49,4.33,10.49,21.93,2.64,6.66,12.01,1.98,3.03,6.65,10.26,20.03,-6.5,19.27,8.02
FEGIX,First Eagle Gold Fund Class I,Equity Precious Metals,956700000.0,7.18,0.0,5.0,Growth,Medium,USD,4.21,74.21,0.0,28.05,2.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.69,8.44,37.25
FEGOX,First Eagle Gold Fund Class C,Equity Precious Metals,956700000.0,6.93,0.0,4.0,Growth,Medium,USD,4.21,74.21,0.0,28.05,2.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.58,7.37,35.74
FEHIX,First Eagle High Yield Fund Class I,High Yield Bond,298660000.0,4.1,5.36,3.0,Value,Small,USD,9.49,2.84,87.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,4.87,17.19
FEIAX,Fidelity Advisor Equity Income Fund Class A,Large Value,1620000000.0,11.59,2.41,2.0,Value,Large,USD,1.22,98.16,0.31,12.88,1.16,1.44,11.47,21.45,3.99,9.11,14.13,4.24,6.05,10.87,9.4,7.87,-10.41,12.3,17.57
FEICX,Fidelity Advisor Equity Income Fund Class C,Large Value,1620000000.0,11.36,1.57,2.0,Value,Large,USD,0.97,98.41,0.33,13.29,1.18,1.36,11.06,21.87,4.17,8.65,14.09,4.74,6.51,10.69,8.94,7.94,-11.1,11.45,16.64
FEIFX,Franklin Equity Income Fund Advisor Class,Large Value,2300000000.0,10.6,2.54,4.0,Value,Large,USD,1.65,88.94,3.39,15.66,2.13,2.98,4.12,19.03,2.87,11.22,14.97,6.31,5.55,10.52,11.43,11.01,-4.46,16.26,12.03
FEIKX,Fidelity Equity-Income Fund Class K,Large Value,6250000000.0,12.14,2.43,3.0,Value,Large,USD,6.79,93.04,0.17,14.69,1.78,2.37,7.25,22.42,0.55,9.67,16.36,4.92,8.32,9.1,9.32,9.74,-8.33,13.47,17.52
FEIRX,Fidelity Advisor Equity Income Fund Class M,Large Value,1620000000.0,11.49,2.09,2.0,Value,Large,USD,0.97,98.41,0.33,13.29,1.18,1.36,11.06,21.87,4.17,8.65,14.09,4.74,6.51,10.69,8.94,7.94,-10.61,12.03,17.27
FEISX,Nuveen Dividend Value Fund Class R3,Large Value,1080000000.0,9.35,1.66,3.0,Value,Large,USD,1.24,98.76,0.0,13.42,1.88,4.09,4.39,22.83,7.11,6.86,10.04,7.35,6.98,11.15,4.96,14.24,-9.56,16.75,17.82
FELAX,Fidelity Advisor Semiconductors Fund Class A,Technology,244280000.0,22.2,0.43,3.0,Blend,Large,USD,2.12,97.88,0.0,13.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-12.49,34.24,32.42
FELCX,Fidelity Advisor Semiconductors Fund Class C,Technology,244280000.0,21.99,0.0,3.0,Blend,Large,USD,2.12,97.88,0.0,13.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-13.16,33.17,31.38
FELIX,Fidelity Advisor Semiconductors Fund Class I,Technology,244280000.0,22.3,0.63,3.0,Blend,Large,USD,2.12,97.88,0.0,13.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-12.25,34.65,32.84
FELTX,Fidelity Advisor Semiconductors Fund Class M,Technology,244280000.0,22.07,0.27,3.0,Blend,Large,USD,2.12,97.88,0.0,13.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-12.77,33.78,31.91
FEMCX,Fidelity Advisor Emerging Europe Middle East Africa (EMEA) Fund Class C,Diversified Emerging Mkts,111780000.0,6.38,0.97,2.0,Blend,Medium,USD,0.45,99.55,0.0,9.13,1.2,9.26,12.67,33.86,1.34,5.31,0.7,0.0,1.88,24.14,3.44,7.42,-14.2,23.98,27.48
FEMDX,Franklin Emerging Market Debt Opportunities Fund,Emerging Markets Bond,387770000.0,4.03,7.75,4.0,Value,Small,USD,11.27,0.01,86.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,11.67,12.44
FEMEX,Fidelity Emerging Europe Middle East Africa (EMEA) Fund,Diversified Emerging Mkts,111780000.0,6.62,2.28,3.0,Blend,Medium,USD,0.45,99.55,0.0,9.13,1.2,9.26,12.67,33.86,1.34,5.31,0.7,0.0,1.88,24.14,3.44,7.42,-13.32,25.2,28.81
FEMIX,Fidelity Advisor New York Municipal Income Fund Class I,Muni New York Long,1680000000.0,3.13,2.52,2.0,Blend,Large,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,5.23,0.06
FEMKX,Fidelity Emerging Markets Fund,Diversified Emerging Mkts,4440000000.0,15.62,0.7,4.0,Growth,Large,USD,1.45,98.55,0.0,18.11,3.09,7.33,12.0,23.54,1.97,11.76,2.65,0.89,0.0,6.66,4.56,28.65,-18.02,47.67,3.25
FEMSX,Fidelity Series Emerging Markets Opportunities Fund,Diversified Emerging Mkts,15480000000.0,12.85,2.06,4.0,Blend,Large,USD,2.77,96.97,0.0,11.84,1.35,7.37,13.12,24.31,3.24,6.26,2.57,2.52,1.08,7.65,4.29,27.6,-16.09,40.44,10.95
FEMTX,Fidelity Advisor Emerging Europe Middle East Africa (EMEA) Fund Class M,Diversified Emerging Mkts,111780000.0,6.52,1.73,3.0,Blend,Medium,USD,0.45,99.55,0.0,9.13,1.2,9.26,12.67,33.86,1.34,5.31,0.7,0.0,1.88,24.14,3.44,7.42,-13.84,24.63,28.0
FEPAX,Fidelity Advisor Total Bond Fund Class A,Intermediate-Term Bond,21800000000.0,3.88,2.94,4.0,Blend,Medium,USD,7.03,0.04,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,3.97,5.54
FEPIX,Fidelity Advisor Total Bond Fund Class I,Intermediate-Term Bond,21800000000.0,3.95,3.19,4.0,Blend,Medium,USD,7.03,0.04,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,4.24,5.71
FEPTX,Fidelity Advisor Total Bond Fund Class M,Intermediate-Term Bond,21800000000.0,3.78,2.94,4.0,Blend,Medium,USD,7.03,0.04,92.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,3.96,5.43
FEQIX,Fidelity Equity-Income Fund,Large Value,6250000000.0,12.11,2.34,3.0,Value,Large,USD,6.79,93.04,0.17,14.69,1.78,2.37,7.25,22.42,0.55,9.67,16.36,4.92,8.32,9.1,9.32,9.74,-8.41,13.36,17.38
FEQTX,Fidelity Equity Dividend Income Fund,Large Value,4940000000.0,11.58,2.4,3.0,Value,Large,USD,2.54,97.46,0.0,13.18,1.21,1.33,11.28,20.86,4.43,9.11,14.44,5.33,6.67,10.05,8.36,8.15,-9.74,14.09,15.88
FERCX,Fidelity Advisor Emerging Asia Fund Class C,Pacific/Asia ex-Japan Stk,286440000.0,15.91,0.0,4.0,Growth,Large,USD,3.2,96.8,0.0,16.9,2.3,1.53,11.98,25.21,5.55,7.87,2.99,3.03,3.77,4.88,8.26,24.93,-15.66,45.68,3.52
FERIX,Fidelity Advisor Emerging Asia Fund I Class,Pacific/Asia ex-Japan Stk,286440000.0,16.22,0.8,4.0,Growth,Large,USD,3.2,96.8,0.0,16.9,2.3,1.53,11.98,25.21,5.55,7.87,2.99,3.03,3.77,4.88,8.26,24.93,-14.81,47.16,4.64
FESGX,First Eagle Global Fund Class C,World Allocation,49610000000.0,9.66,0.0,4.0,Blend,Large,USD,13.63,76.37,1.07,15.63,1.44,12.91,7.1,17.77,2.79,10.78,5.08,0.32,5.88,8.25,15.61,13.51,-9.18,12.62,9.83
FESOX,First Eagle Overseas Fund Class C,Foreign Large Blend,13760000000.0,7.63,0.4,3.0,Blend,Large,USD,11.8,77.21,1.83,14.39,1.13,15.78,10.54,14.69,4.97,15.8,5.71,0.0,5.62,4.57,15.73,6.59,-10.9,13.22,4.78
FETKX,Fidelity Equity Dividend Income Fund Class K,Large Value,4940000000.0,11.58,2.5,3.0,Value,Large,USD,2.54,97.46,0.0,13.18,1.21,1.33,11.28,20.86,4.43,9.11,14.44,5.33,6.67,10.05,8.36,8.15,-9.65,14.2,16.0
FEUCX,Fidelity Advisor Global Capital Appreciation Fund Class C,World Small/Mid Stock,110710000.0,12.63,0.0,2.0,Blend,Medium,USD,0.18,99.82,0.0,13.02,1.0,6.57,11.9,18.84,2.27,8.21,14.61,2.94,0.75,7.8,12.57,13.55,-18.73,29.23,3.05
